word,mine,Salah
ocassionally,0,-1
impactful,1,1
microplastics,-1,0
cartilages,-1,0
ballparked,0,0
colorblindness,-1,-1
deflagration,-1,0
webpage,0,0
exurbia,0,-1
polders,0,0
tazarotene,-1,0
professors,0,0
structuring,1,0
reprofiling,0,0
blastomere,-1,0
superhorse,1,1
doccie,-1,0
stampeding,0,0
multipath,-1,0
pieds,1,0
paleoanthropology,1,0
macrophylla,0,0
jig,0,0
overlord,-1,0
disconnect,-1,0
everythng,0,0
slimeball,-1,-1
jia,0,0
jin,0,0
gyda,1,0
lampricide,0,0
jim,0,0
jij,1,0
jik,-1,0
jih,1,0
lightroom,-1,0
techie,-1,0
jit,1,0
jiu,0,1
workforces,0,0
jip,1,1
rotweiller,0,0
spotlighting,1,0
agst,-1,-1
mudded,-1,-1
milker,0,0
tickless,-1,1
chloejn,0,1
modestly,1,1
shacked,-1,0
tipover,-1,0
bashful,-1,1
inconsequence,-1,-1
sorter,0,0
overpowering,-1,1
tarsal,-1,0
aprox,1,0
henpecked,-1,0
sorted,1,1
kanssa,1,0
maladministration,-1,-1
dreamcatchers,0,0
bedevil,-1,-1
uncontroversially,-1,1
dida,1,0
befo,1,0
hickory,0,0
sylvania,1,0
deads,-1,-1
didn,0,0
didi,1,0
pealing,-1,0
comefrom,0,0
dispite,-1,-1
electrochromic,-1,0
noninsured,-1,-1
instability,-1,-1
personalizing,1,0
quarter,0,0
quartet,0,0
twines,0,0
nonagriculture,0,-1
migr,0,0
bursting,-1,0
pujo,0,0
irremediably,-1,-1
salade,0,0
growths,0,0
ruxolitinib,-1,1
uriminzok,-1,0
fallin,-1,0
agbiotech,1,0
wheatear,0,0
irremediable,-1,-1
entering,0,0
framer,1,0
skidpad,1,1
lissom,1,1
angolan,1,0
salads,0,0
disasters,-1,-1
bllion,1,0
hydroenergy,0,0
bouyant,1,1
convolutes,-1,-1
assessors,0,0
cyto,-1,0
nyala,0,0
jubilations,1,1
unsaleable,-1,-1
wisked,0,0
backflipped,-1,0
seriously,1,-1
lifeboatman,0,0
nsw,1,0
tesmilifene,-1,0
hygienically,1,1
rubberlike,-1,0
calming,1,1
doleiros,0,-1
haltered,1,1
bokashi,0,0
cames,-1,0
tienen,1,0
raunchy,-1,-1
incentives,0,-1
apocrine,-1,0
multivitamins,0,-1
electrodeionization,-1,0
breeched,-1,-1
inwardly,0,-1
crazies,-1,-1
crazier,-1,0
pilferage,-1,-1
grandma,0,0
tú,1,0
tienes,1,0
bootloader,-1,0
litl,1,0
allpay,1,0
thatching,0,0
workmanship,0,0
antidotal,-1,-1
sede,1,0
upzoned,0,0
modest,1,1
benching,-1,-1
conivaptan,-1,0
hames,-1,-1
boardwork,1,1
quibble,-1,-1
socking,-1,0
draggin,-1,1
tingler,-1,0
hemorrhoids,-1,-1
spoked,1,1
lunchbreak,0,0
plannings,1,1
tableaus,0,0
groomers,0,0
headbanger,-1,0
spoken,1,1
cerebrally,1,-1
estore,0,0
concers,-1,-1
parkinson,0,0
owers,0,1
organismal,-1,0
tamari,0,1
digressed,-1,-1
jschulmansr,-1,0
spokes,-1,0
periodical,0,0
tamara,0,0
bicarbonates,0,0
affords,1,1
eyar,-1,0
penitence,-1,0
mudstones,0,0
teardown,-1,0
yeshivah,0,0
haplotyping,-1,1
ystem,1,0
mmcfd,0,0
mmcfe,0,1
intill,-1,-1
efonica,1,0
notarios,-1,-1
lingering,-1,-1
subcompacts,0,0
eartips,1,0
ocurred,-1,-1
hoppity,0,1
apoptotic,-1,0
evolutional,1,1
btrfs,-1,0
surger,-1,0
surges,0,0
skidpan,1,1
cerebro,-1,0
brewpub,0,0
snatch,0,-1
retrogressive,-1,-1
dressbarn,0,0
arround,1,0
blackfishing,0,1
portside,0,0
absorbs,1,0
surged,0,0
heā,-1,-1
enewsletter,1,0
snowlike,0,0
intermunicipal,0,0
nougat,0,0
erations,1,0
crossroads,0,0
rehab,0,0
lillies,0,0
tá,1,0
wandering,0,-1
proactive,1,1
disasterous,-1,-1
recommencing,1,1
aurorae,-1,0
vivah,0,0
sumptuous,1,1
torsoed,-1,0
riskily,-1,-1
turned,0,-1
dysrhythmia,-1,0
jewels,0,0
auroral,-1,0
auroras,0,0
jewell,1,1
sociologic,-1,-1
onyear,-1,1
springiness,1,1
clearcoat,-1,1
uninterrupted,1,1
turner,1,0
borough,0,0
erudition,1,1
politicos,0,0
emer,1,0
leaderboards,1,0
pimply,-1,-1
vanaspati,0,0
zoe,1,0
fashionable,1,1
zoh,1,0
coliseum,0,0
dilutions,-1,0
zom,-1,0
zon,0,0
zoo,0,0
zor,1,0
heliconias,0,0
zou,1,0
observationally,-1,1
fashionably,1,0
pimple,0,0
exotoxin,-1,0
prosecutive,1,1
trashers,0,-1
unavenged,-1,-1
opposite,-1,0
discerning,1,1
spewing,-1,0
elevenses,0,0
dingoes,0,0
patootie,-1,1
ecolodge,0,0
shayk,1,0
reiners,0,0
olympiads,0,1
commodores,0,0
grateful,1,1
houndsmen,0,0
dimestore,-1,0
ceived,-1,-1
footraces,0,0
pomade,0,0
spirulina,0,1
touchy,-1,-1
tackling,-1,0
derecognize,-1,-1
sideshow,-1,0
peptoid,-1,0
exaltations,1,0
jitters,-1,1
messier,-1,-1
touche,1,1
shapeable,1,1
whirlybird,0,0
obsidian,0,0
jittery,-1,-1
agoraphobe,-1,0
ooohhh,1,1
multitrack,1,0
retimer,1,0
halides,-1,0
wynn,0,0
syle,1,1
lacquering,0,0
crisises,-1,-1
downscale,-1,-1
narcisstic,-1,-1
friction,-1,-1
hommage,1,0
inclu,1,0
inconsistent,-1,-1
sylw,1,0
heeding,-1,-1
castorseed,0,0
imagined,1,0
coutnry,0,0
yueng,1,0
ensembles,0,0
reconciling,-1,0
ouchy,-1,0
recomended,1,0
unpractical,-1,-1
transact,1,0
glamazon,1,0
culminating,1,0
servcie,0,1
aleatoric,1,0
coaxing,1,1
millioncompared,0,-1
personalize,1,1
earaches,-1,-1
permissable,-1,-1
hypocenter,0,0
bops,1,0
sightholder,0,-1
topness,-1,1
efficently,1,1
microplane,0,1
hermanos,1,0
assing,-1,0
tumultuousness,1,1
carboxymethylcellulose,0,0
stalement,-1,-1
windowed,-1,0
revolutionized,1,1
zebrafish,-1,0
balconies,0,0
cerrado,0,0
skiffs,0,0
relicensure,0,0
rejoices,1,1
bigheads,0,0
etcetera,1,0
conures,0,0
dormie,0,1
chairwomen,0,0
balconied,0,0
recombinant,-1,0
embitter,-1,-1
gerbils,0,0
revolutionizes,1,1
paternally,-1,-1
noodly,1,-1
trappist,1,0
pimp,-1,-1
rilonacept,-1,0
plasmoids,-1,0
bathwater,-1,-1
rearchitecting,1,1
upholsters,0,0
recurred,-1,-1
tiki,0,0
sneakered,0,0
pimentón,0,1
pima,0,0
shelovesmodernwhomp,1,1
tika,0,0
hotness,1,0
système,1,0
tike,0,1
arthouses,0,0
biogeography,1,0
enthralled,1,1
noisier,-1,0
backings,0,0
confernce,0,0
attenuated,-1,-1
dampest,-1,0
recapper,1,0
airfares,0,0
sautéed,0,1
sutureless,-1,0
interruptible,1,1
bishopry,0,1
sasanqua,0,0
offficial,0,1
airlifts,0,0
recapped,-1,0
interlayers,-1,0
aboslutely,1,1
defensively,1,1
dexter,0,0
moong,0,0
masturbatory,-1,0
aargh,-1,0
avails,1,0
duaghter,0,0
matchwinners,1,1
footstone,0,0
sponsorship,1,0
vaccines,0,0
kilometer,0,0
windowbags,1,0
superalloys,-1,0
moons,0,0
satiety,1,0
lodestars,-1,-1
vender,0,0
playhouse,0,0
touchlines,0,0
moony,-1,-1
underutilization,-1,-1
tsun,0,0
interposers,1,0
annexing,0,0
aversion,-1,-1
goldbug,-1,0
preselling,-1,0
footie,1,-1
morwong,0,0
trembling,-1,-1
menacing,-1,-1
fiv,-1,0
whoomph,-1,1
uncharacteristically,1,1
disqualifiers,-1,-1
ligand,-1,0
widefield,1,1
goonish,-1,-1
majestically,1,0
informaticians,1,0
nakeds,1,1
indefiniteness,-1,-1
millionaire,0,0
flipped,0,0
hearses,0,0
paring,0,0
carwashes,0,0
workplace,0,0
homecountry,1,0
raggedness,-1,-1
bakehouse,0,0
flipper,0,0
grooming,0,1
gridiron,0,0
potstickers,0,0
allowance,0,-1
narrate,-1,0
arrivée,1,0
anthropologic,-1,-1
underload,-1,-1
tibolone,-1,0
polydactyl,0,0
gaiety,0,0
dishdashas,0,0
desogestrel,-1,0
inutile,-1,0
clubroot,0,0
irlandes,-1,-1
psychobiological,-1,-1
illuminance,1,0
intracluster,-1,0
collider,0,0
collides,-1,0
suppressant,1,0
latifolia,0,0
west,1,0
navaratna,0,0
bayong,0,0
inal,1,0
kinno,0,1
madeover,1,0
edgers,0,0
incubation,0,0
rehoused,0,-1
motives,0,-1
fif,1,0
hadrons,-1,0
mpd,0,0
photog,0,0
vomits,0,0
paedophilic,-1,-1
psychodynamic,-1,0
bankrupty,-1,-1
photon,-1,0
couldcause,1,0
readings,0,0
microliter,1,0
photos,0,0
tightened,-1,-1
transmogrify,1,0
hashtag,0,0
aspirator,0,0
abject,-1,-1
extant,-1,0
backshell,-1,0
australopithecines,0,0
kimura,0,0
macrodiamond,-1,0
elaichi,0,-1
iven,-1,-1
demethylase,-1,0
laxers,0,1
iver,1,0
ives,1,0
fiducial,1,1
crossbenches,0,0
trustbusters,-1,-1
waddlers,0,0
unsentimentally,-1,-1
pittances,0,-1
necks,0,0
graphed,-1,1
zonked,-1,-1
unlikeable,-1,-1
antishake,1,1
clientelist,-1,-1
tourists,0,0
mutineers,-1,0
interntional,1,0
giftwrapping,0,0
restomod,1,1
canonising,1,0
limping,-1,-1
perscriptions,0,-1
oncomodulin,-1,-1
hermaphrodite,-1,-1
technology,0,0
flossy,-1,0
mpc,-1,0
eruditely,-1,0
verified,-1,1
nuptials,0,0
senseis,1,1
présenté,1,0
paterfamilias,-1,0
reanimate,-1,0
triglycerides,-1,0
opportunityto,1,1
verifier,-1,0
verifies,1,1
invalidly,-1,-1
otto,0,0
cyanotype,0,0
emulsions,-1,0
nanotechnologists,-1,0
aitch,-1,0
bogglingly,1,0
ganyang,1,0
comex,-1,0
visually,1,1
mercilessness,-1,0
assigns,1,-1
hideaway,0,0
tolas,0,0
arginase,-1,0
constraining,-1,-1
tadka,0,0
whipsnake,0,0
advertisement,-1,0
filmings,-1,1
bingers,0,-1
wholeness,1,0
weightage,-1,-1
preferance,1,-1
teepee,0,0
effectivity,0,1
photocell,-1,0
bicuspids,0,0
befittingly,1,1
reenergized,1,1
flatish,1,1
alai,1,0
geomarkets,1,0
kinetoscope,-1,0
peculiarities,-1,-1
nonunionized,0,-1
addreses,0,0
trendies,0,0
peplums,0,0
colorants,0,0
homestays,0,0
persistently,-1,-1
guiles,1,-1
developmentof,1,0
being,0,-1
litterateur,1,0
beind,-1,1
lolcats,-1,0
nagbibigay,1,0
pickleball,0,0
quién,1,0
stablising,1,1
misere,1,0
micrometeoroids,-1,-1
videoteleconference,0,0
showcar,1,1
biphenyl,-1,0
carpetbag,0,0
afrocentric,-1,-1
temblor,0,0
generator,0,0
bannisters,0,0
mandolin,0,0
nasabing,1,0
plussed,1,1
plunderers,-1,-1
plumed,0,0
grounder,0,0
indult,1,0
kiri,0,0
lithologic,-1,0
glutted,-1,-1
exercis,-1,-1
aborts,-1,-1
plumes,0,0
silicones,-1,0
spinto,1,0
juncea,0,0
absense,-1,-1
zion,1,0
fluorouracil,-1,0
unerring,1,1
partnerhip,1,1
gered,-1,0
rejoin,1,0
marshmellow,0,0
decomposed,-1,-1
sums,1,-1
sump,-1,0
sumo,0,0
spokespersons,-1,0
thermopower,-1,0
traffic,0,0
preference,1,-1
sumi,0,0
sume,1,-1
agroecological,0,-1
decomposes,-1,0
pizzaria,0,0
sensational,1,1
malfunctions,-1,-1
thyroiditis,-1,0
snowmobiler,0,0
snowmobiles,0,0
funfilled,1,1
whitecoats,0,0
alowing,-1,0
enero,1,0
remelt,-1,0
reissuances,0,-1
bused,0,0
catamarans,0,0
superdad,-1,1
snowmobiled,0,1
pleats,0,0
superiority,1,0
buspar,0,0
cravenly,-1,-1
enery,1,1
monologuist,1,0
obstruct,-1,-1
pehaps,-1,1
seating,0,0
noro,-1,-1
créanciers,1,0
kippa,0,0
króna,0,0
upconverters,1,0
sunbeds,0,0
tumbrel,0,0
infanticidal,-1,-1
horsewhipped,-1,-1
housetype,0,0
cretaceous,0,0
forehand,0,0
complementarity,1,1
rottweilers,0,0
foregin,-1,-1
yesss,1,1
excelent,1,1
chahte,1,-1
iolo,1,0
sugarplums,0,1
än,1,0
backspacing,-1,1
nerfing,-1,-1
circumferentially,-1,0
longdaysin,-1,0
vanloads,0,0
pentathlon,1,0
är,1,0
drivable,1,1
pizzaiolo,0,0
teleworking,0,0
glatiramer,-1,0
transmutation,-1,0
onlne,1,0
averse,1,1
siete,1,0
disinformation,-1,0
hardscaping,0,0
lapdances,0,1
meniscus,-1,0
disparaging,-1,-1
windfalls,0,0
millionsof,0,-1
outskated,-1,1
terawatts,1,0
endogamy,-1,-1
thailand,1,0
mensa,1,0
leafspot,0,1
exasperating,-1,-1
hydroxybutyrate,-1,0
obsoleting,1,-1
ferromagnetic,-1,0
financers,0,0
hopkins,-1,0
chairpeople,0,0
gymnatorium,0,0
revolutionists,0,0
neotropical,0,0
newsboy,0,0
newsbox,-1,0
persbericht,1,0
videophone,0,0
edemas,-1,0
frights,0,0
privilages,0,0
histologies,-1,1
individualize,1,1
sonority,1,0
sensitively,1,1
scabrously,-1,0
sleety,-1,1
greylisting,-1,0
perturbed,-1,-1
zvelo,1,0
mailout,0,0
commingled,-1,0
monistic,-1,0
anarchically,-1,0
crystalens,1,0
mahaan,1,0
antidote,1,0
hippocampi,-1,-1
hairdryers,0,0
revivified,1,0
cowhide,0,0
lively,1,1
preparer,0,-1
deadzone,0,0
pivot,1,0
rosso,1,1
euthanatized,-1,-1
rossi,1,0
representatively,-1,-1
gnashing,-1,-1
bubbly,1,1
residuary,-1,0
distractedness,-1,-1
salicylate,-1,0
confiture,0,1
retaping,-1,0
dialtone,-1,1
developable,0,0
gleam,1,1
glean,1,0
redirection,1,0
coifs,0,0
harpsichord,1,0
sealed,-1,1
brazilian,1,0
punished,-1,-1
barfight,-1,0
bubble,-1,0
fowleri,0,0
witt,1,0
yays,-1,0
yearned,1,1
phishers,-1,0
therizinosaurs,0,0
wits,-1,0
southpaws,1,1
hotwalker,0,1
bohemians,0,0
studless,1,1
societal,-1,0
artisanship,0,1
yaya,1,1
wite,0,0
etrak,1,0
pasteurize,0,0
cayes,0,0
ponyhawk,1,0
witn,1,0
wetters,-1,0
with,1,1
sadomasochists,-1,0
sarin,-1,0
honourables,-1,0
abused,-1,-1
pinniped,0,0
ideographic,1,0
raga,1,0
dirth,-1,-1
rage,-1,0
lexicographers,0,0
dashiki,0,0
tripe,0,0
marginality,-1,0
chomped,0,0
unsual,-1,1
rags,0,-1
laogai,-1,0
operationally,1,1
dirty,-1,-1
abuser,-1,0
ragu,0,1
chomper,0,0
monopole,-1,0
trips,0,0
touchstone,0,-1
dirts,0,0
patois,0,0
embitterment,-1,-1
methylmercury,-1,0
creat,1,0
mundi,0,0
reticulated,-1,0
chamfers,0,0
epaulet,0,0
papparazzi,0,0
watches,1,0
watcher,1,0
untwisting,-1,0
incepting,-1,0
ensuing,1,0
formulation,0,0
watched,-1,1
gonadotrophin,-1,0
tremble,-1,0
dampens,-1,-1
slobber,-1,1
cream,0,0
confederacies,0,0
bloodworm,0,0
birdwatchers,0,0
yoga,0,0
servizi,1,0
bored,-1,-1
sidebranch,-1,0
yogi,1,0
sympathetically,1,0
unwelcomed,-1,-1
unparalleled,1,1
cartelists,-1,-1
statuatory,-1,-1
friggin,1,0
tagliatelle,0,0
arshavin,1,0
woodgrain,0,0
grillades,0,1
foulout,0,1
faxes,0,-1
reinhardtii,-1,0
toleration,-1,0
refunded,-1,-1
decontaminants,0,0
subcommander,0,0
yagnas,0,0
waving,-1,1
depanneur,0,0
faxed,-1,-1
sheepishly,-1,-1
hairsplitting,-1,-1
brotherhood,1,0
junkball,-1,-1
linebackers,0,0
closeby,1,0
geospacial,0,0
jurying,0,0
tricky,-1,1
natalie,0,0
posible,1,0
penninsula,0,0
tricks,0,0
whaddya,-1,0
maliciously,-1,-1
bloodsports,0,0
waveband,1,0
calibur,1,0
pastorals,1,0
transflective,1,0
lasagnes,0,0
accreted,1,0
nefos,1,1
plateware,0,1
legislatures,0,0
plateward,0,0
senna,0,0
caused,-1,-1
beware,-1,-1
ceramic,0,0
fishbone,0,0
argillite,0,0
attestations,1,0
resod,0,-1
prebook,1,0
acknowledging,1,0
picturebook,1,0
reson,-1,-1
macroglobulinemia,-1,0
slaty,0,0
causes,-1,0
causer,-1,-1
nors,1,0
toute,1,0
indeterminately,-1,-1
predawn,-1,0
nort,0,0
bismarck,0,0
grasstrack,1,0
vilanterol,-1,0
flavanoid,-1,1
teching,-1,1
riots,0,-1
nora,0,0
ángel,1,0
nore,-1,-1
nord,0,0
linaclotide,-1,1
nori,0,0
anthracene,-1,0
malabsorptive,-1,-1
carters,0,-1
norm,1,1
feria,0,0
besylate,-1,0
catchingly,1,1
pple,0,0
setlines,0,0
birthers,-1,0
reprecussions,-1,-1
floated,0,0
unintegrated,-1,-1
maquilas,0,0
ppls,-1,-1
burgher,1,0
unprocedurally,-1,-1
floater,0,0
tahsildar,0,0
turgidly,-1,0
expats,0,0
grannie,0,-1
sant,1,0
linguists,0,0
sans,-1,1
recommit,1,1
otherfactors,-1,-1
foodstock,0,-1
ading,1,0
freesias,0,1
insufficiently,-1,-1
newsmaking,-1,0
sang,1,0
sand,0,0
sane,1,1
dayon,1,0
superyachts,0,0
sana,1,0
sano,1,0
senselessly,-1,-1
sank,-1,-1
sani,0,0
photocredit,1,0
abbreviated,-1,-1
assistors,-1,-1
intelligibility,1,1
shockers,1,-1
cardlock,0,0
mpx,1,0
readapt,1,1
serostatus,-1,-1
blogathon,0,0
iqama,0,-1
abbreviates,-1,0
needlecraft,0,0
birdwatching,0,0
dhabas,0,0
crosswalks,0,0
jizya,0,0
decibles,0,1
minilab,1,0
accreditation,1,0
palatal,-1,0
leis,0,0
shooutout,1,1
pingbacks,-1,-1
datacomms,1,1
jumplists,1,0
leiu,1,1
prevailed,1,1
manouevres,0,0
lein,0,0
greenness,-1,-1
forign,-1,-1
cotransporter,-1,0
conundrums,-1,-1
jurist,0,0
trialing,1,1
hewing,1,0
dwells,1,0
hasn,1,0
shindigs,0,0
hash,-1,0
infancies,-1,-1
carpetbagging,-1,-1
hasd,-1,-1
hase,1,0
republished,-1,0
hasa,1,1
portrays,1,-1
whiteouts,0,-1
daunted,-1,1
ganda,1,0
unrewarding,-1,-1
hast,1,0
tubeless,1,0
republishes,-1,0
hasp,0,0
disapppointing,-1,-1
criminality,-1,0
zirconia,-1,0
ingame,-1,1
contrastingly,1,1
mometum,-1,1
wellfare,0,-1
provably,-1,0
eneloop,1,0
pyrolysis,0,0
dehumanizes,-1,-1
periodic,1,1
chauvinistically,-1,-1
brandnames,0,0
provable,-1,0
skepticism,-1,-1
allografts,-1,0
dehumanized,-1,-1
creatin,0,0
securityman,0,0
motorscooter,0,0
paniolo,0,0
judgmentalism,-1,-1
streetsmart,1,1
depart,0,0
retroactive,-1,-1
reclaimed,-1,1
pling,1,0
cigs,0,0
uprise,-1,0
traumatized,-1,-1
reclaimer,0,0
patency,-1,0
campership,0,0
rehiyon,1,0
traumatizes,-1,-1
neolib,-1,-1
cynics,-1,-1
launchings,0,0
outfish,0,1
automats,0,0
silva,1,0
obliterans,-1,0
isomalt,0,0
decribe,1,-1
wichcraft,0,0
laburnum,0,0
zembly,1,0
insome,-1,-1
luchadors,0,0
mort,1,0
odometer,0,0
automata,-1,0
mori,1,0
morn,0,0
moro,0,0
fragrance,0,0
graveside,0,0
mastocytosis,-1,0
immobilizing,-1,-1
mora,1,0
glowers,-1,0
more,1,0
compans,1,0
cranesbill,0,0
unpredictables,-1,-1
uprighted,0,0
initiated,1,0
compant,-1,0
spillet,1,0
company,0,0
corrected,1,-1
lactoglobulin,-1,1
phlegmatically,-1,-1
codebreakers,-1,0
initiates,1,0
lameness,-1,0
mishegas,-1,-1
stratas,0,0
ases,1,0
wound,-1,0
uncool,-1,-1
millenary,1,1
leary,-1,0
scrambly,1,1
nonserious,-1,-1
anticoagulated,-1,0
godown,0,0
thwacked,-1,-1
fornicators,-1,-1
nucleoli,-1,-1
unversed,-1,-1
installing,-1,0
knocker,0,0
eusocial,0,0
bancas,0,0
phenylene,-1,0
reinjecting,0,1
tercentenary,1,0
resorcinol,-1,0
learn,1,0
knocked,-1,-1
grope,-1,0
greaseball,-1,-1
scramble,-1,-1
definitley,1,1
mehn,1,0
allegra,0,0
thermite,-1,0
bogs,-1,-1
wieder,1,0
spiller,-1,0
ergogenic,-1,1
ponte,1,0
meaner,-1,-1
bogy,-1,0
mehd,1,0
clotheslines,0,0
allegro,1,0
ponts,1,1
vetinary,-1,-1
resync,-1,0
bekend,1,0
nonsection,1,1
recapitalize,-1,0
clotheslined,0,0
mehr,1,0
amatory,-1,-1
bonded,1,1
brushoff,-1,-1
hydrophone,0,0
huge,1,1
leiomyomas,-1,0
juve,1,0
enziguri,0,0
trapshooter,1,0
multitudes,0,-1
gannett,1,0
hugo,1,0
hugh,1,0
gannets,0,0
dismissed,-1,-1
governements,0,0
upgradeability,1,1
softneck,0,0
unadopted,-1,-1
scifi,-1,0
ultracet,0,0
hugs,1,0
juvy,-1,0
dismisses,-1,-1
upregulation,-1,0
underseat,1,0
blackland,0,0
underseas,0,0
thickened,1,-1
disgraced,-1,-1
variant,0,0
clarkia,0,0
lectric,-1,0
tamarindo,0,0
relocatables,0,0
fingermarks,0,-1
bioinformatics,1,0
railworkers,0,0
expertize,1,1
thickener,0,0
malevolent,-1,-1
gardners,0,0
compaint,-1,0
bratwursts,0,1
jiang,0,0
worringly,-1,-1
resemble,-1,0
yester,-1,0
inagurated,0,0
twisting,-1,-1
centistokes,1,0
reflectometry,-1,0
cigarets,0,-1
mediaman,0,0
peaple,0,0
milkaholics,-1,0
immunosuppressed,-1,-1
exclusions,-1,-1
pruebas,1,0
geeksugar,1,1
everlastingly,1,0
bocce,0,0
imbestigasyon,1,0
fascias,0,0
eveyone,0,1
lazers,1,0
peppy,1,1
somo,1,0
bocci,0,0
installed,-1,0
stylus,1,0
huddles,0,0
paper,0,-1
scott,1,0
telemovie,-1,0
tauopathies,-1,0
refried,0,-1
installer,0,0
sceneries,0,0
schoolhouse,0,0
microvasculature,-1,0
cheerfulness,1,1
bummed,-1,0
turbocharge,1,1
tantalizingly,1,1
ethnocentric,-1,-1
bangle,0,0
stricture,0,0
neuropsychological,-1,0
bangla,0,0
kneejerk,-1,-1
butterflied,0,0
bummer,-1,0
isaac,1,0
begrudgers,-1,-1
rueing,-1,-1
sauce,0,0
disfigured,-1,-1
colleague,0,0
clefts,-1,0
subpages,1,0
endpapers,0,0
razzes,-1,-1
abandons,-1,-1
minorityism,-1,-1
chansons,1,0
trivialities,-1,-1
gadget,0,0
deliberating,-1,0
recreation,0,0
nightside,0,0
hussar,0,0
razzed,-1,1
frizzy,-1,0
shitless,-1,-1
idols,0,0
marsanne,0,0
milds,0,0
barefaced,-1,-1
reflexologist,0,0
stylemakers,0,0
posal,1,0
endobronchial,-1,-1
document,0,0
autocracy,-1,-1
everytime,0,-1
overemphasise,1,1
opponets,-1,1
hiccuped,-1,0
raygun,-1,0
socity,-1,-1
courser,1,0
courses,0,0
distinguised,1,1
popularist,-1,-1
begrudgery,-1,-1
búsqueda,1,0
workscope,1,0
shocking,-1,-1
mainshock,-1,0
chipping,-1,1
emetics,-1,-1
nitazoxanide,-1,0
begged,1,-1
clamorous,-1,-1
hostlers,0,0
nonstructural,-1,-1
nombres,1,0
misrepresentative,-1,-1
homegirls,0,1
deterministically,-1,0
begger,0,-1
treasonable,-1,-1
prototyper,1,1
resouces,0,0
unappetizingly,0,-1
bulbing,0,0
remittal,-1,0
samulnori,0,1
nonvoter,-1,-1
boilies,0,0
lipstick,0,0
ernie,1,0
diethylamide,0,0
prickling,-1,0
scoops,0,0
relaxers,0,0
condensin,-1,0
valeurs,1,0
research,0,0
tachographs,-1,-1
swiftboating,-1,-1
gunas,1,0
offline,-1,0
palced,1,1
angelus,0,0
ashington,0,0
bye,1,1
electricals,-1,0
reunions,0,0
thumbnailed,1,1
thetournament,1,1
violaters,-1,-1
influencial,-1,0
bedlam,0,0
masted,0,0
zithers,0,0
presswork,1,0
parings,0,0
retitling,-1,-1
witterings,-1,-1
suntan,0,1
airway,0,0
ecologically,1,0
eavestroughs,0,1
geotagging,1,0
asos,0,0
flightcrew,-1,-1
complimentarily,1,0
offsite,1,0
rearend,-1,0
dissuasion,-1,-1
apple,0,0
aproval,-1,0
ltee,1,0
noncustomers,-1,0
zaibatsu,0,0
cloudscapes,1,0
porpoise,0,0
plasticised,0,0
hyderabad,1,0
ocity,1,0
musak,0,1
precautionary,1,0
terrifyingly,-1,1
outrace,-1,0
colintj,1,-1
preservation,1,0
sunitinib,-1,0
modifiability,1,1
plasticiser,-1,0
solitariness,1,1
relicense,0,0
lancé,1,0
availible,1,1
pujan,0,0
noma,1,0
saing,1,0
percolator,0,0
biphosphonates,-1,-1
spinous,-1,0
swipe,-1,0
excitably,-1,0
enrolees,0,-1
excitable,1,-1
noms,1,0
adenovirus,-1,0
stratabound,-1,0
saint,0,0
upstroke,1,0
olde,-1,0
litlle,-1,-1
ilium,-1,0
pujas,0,0
peaceably,1,1
crocodilian,0,0
cheekboned,1,0
tenderfoot,-1,0
ainsi,1,0
methanogen,0,0
discombobulate,-1,-1
approching,1,0
pectins,0,0
etymologically,-1,0
superpole,1,1
filesystems,-1,0
tanzeems,0,0
nachas,1,1
elling,1,0
ainst,-1,-1
burrito,0,0
stifle,-1,-1
oilrig,0,0
evicting,-1,-1
secondrower,1,0
masamang,1,0
syringes,0,0
persuing,-1,0
parishad,0,0
mousseline,0,0
getaway,0,0
willhave,1,1
spycraft,-1,0
underpinning,1,1
dismantling,-1,0
emirates,0,0
graphologist,0,0
parishat,0,0
diked,0,0
shorlisted,1,1
communalising,-1,-1
suppported,1,1
toyboy,-1,0
toybox,0,0
odori,0,0
parterres,0,0
mensch,-1,1
swanky,1,1
guarding,1,0
unsnarl,-1,0
mutilates,-1,-1
blong,1,1
blond,1,0
conjugate,-1,0
outcurled,1,1
rder,1,0
odors,0,-1
overfilling,-1,-1
antagonizes,-1,-1
velt,1,0
hiswife,1,0
fermented,-1,0
glossaries,1,0
permanence,1,1
rime,0,0
mian,1,0
happeneing,-1,-1
finda,0,0
parapublic,1,0
reinjuring,-1,0
recognizing,1,1
fermenter,0,0
permanency,1,1
antagonized,-1,-1
slingin,1,0
penman,1,0
souks,0,0
denouncements,-1,-1
coff,0,0
haberin,1,1
radion,1,0
disinteresting,-1,-1
